pid,run,in_headline,model,model_family,surface_type,repeat_idx,class,present,position,position_text,position_scored,position_flag,weight,brands_in_answer,inn_only,brand_bearing,excluded,exclude_reason,visibility_data
P0076,R1,True,gemini-2.5-flash,gemini,api,2,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Rybelsus"", ""Victoza"", ""Saxenda"", ""Jardiance"", ""Farxiga"", ""Mounjaro"", ""Januvia""]",False,True,False,,65.0
P0076,R1,True,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,[],True,False,False,,0.0
P0076,R1,True,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],True,False,False,,0.0
P0076,R1,True,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0077,R1,True,claude-sonnet-4-6,claude,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0077,R1,True,claude-sonnet-4-6,claude,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0077,R1,True,claude-sonnet-5,claude,api,0,C1,0,,,,False,0.0,[],False,False,True,truncated,0.0
P0077,R1,True,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0077,R1,True,gemini-2.5-flash,gemini,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0077,R1,True,gemini-2.5-flash,gemini,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0077,R1,True,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0077,R1,True,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0077,R1,True,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0078,R1,True,claude-sonnet-4-6,claude,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0078,R1,True,claude-sonnet-4-6,claude,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0078,R1,True,claude-sonnet-5,claude,api,0,C1,0,,,,False,0.0,[],False,False,True,truncated,0.0
P0078,R1,True,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0078,R1,True,gemini-2.5-flash,gemini,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0078,R1,True,gemini-2.5-flash,gemini,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0078,R1,True,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0078,R1,True,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0078,R1,True,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0079,R1,True,claude-sonnet-4-6,claude,api,0,C1,0,,,,False,0.0,[],False,False,True,truncated,0.0
P0079,R1,True,claude-sonnet-4-6,claude,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0079,R1,True,claude-sonnet-5,claude,api,0,C1,0,,,,False,0.0,[],False,False,True,truncated,0.0
P0079,R1,True,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0079,R1,True,gemini-2.5-flash,gemini,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0079,R1,True,gemini-2.5-flash,gemini,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0079,R1,True,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0079,R1,True,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0079,R1,True,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0080,R1,True,claude-sonnet-4-6,claude,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0080,R1,True,claude-sonnet-4-6,claude,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0080,R1,True,claude-sonnet-5,claude,api,0,C1,0,,,,False,0.0,[],False,False,True,truncated,0.0
P0080,R1,True,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0080,R1,True,gemini-2.5-flash,gemini,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0080,R1,True,gemini-2.5-flash,gemini,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0080,R1,True,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0080,R1,True,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0080,R1,True,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0081,R1,True,claude-sonnet-4-6,claude,api,0,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Victoza"", ""Mounjaro"", ""Trulicity"", ""Wegovy""]",False,True,False,,90.0
P0081,R1,True,claude-sonnet-4-6,claude,api,1,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Rybelsus"", ""Wegovy"", ""Victoza"", ""Trulicity"", ""Mounjaro""]",False,True,False,,90.0
P0081,R1,True,claude-sonnet-5,claude,api,0,C1,0,,,,False,0.0,"[""Victoza"", ""Saxenda""]",True,True,False,,0.0
P0081,R1,True,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0081,R1,True,gemini-2.5-flash,gemini,api,1,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Wegovy"", ""Zepbound""]",False,True,False,,96.0
P0081,R1,True,gemini-2.5-flash,gemini,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0081,R1,True,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,[],True,False,False,,0.0
P0081,R1,True,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],True,False,False,,0.0
P0081,R1,True,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],True,False,False,,0.0
P0082,R1,True,claude-sonnet-4-6,claude,api,0,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Wegovy"", ""Victoza"", ""Saxenda"", ""Mounjaro"", ""Zepbound""]",False,True,False,,90.0
P0082,R1,True,claude-sonnet-4-6,claude,api,1,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Rybelsus"", ""Victoza"", ""Trulicity"", ""Mounjaro""]",False,True,False,,90.0
P0082,R1,True,claude-sonnet-5,claude,api,0,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Victoza"", ""Trulicity"", ""Mounjaro"", ""Rybelsus"", ""Wegovy""]",False,True,True,truncated,90.0
P0082,R1,True,gemini-2.5-flash,gemini,api,0,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Rybelsus""]",False,True,False,,98.0
P0082,R1,True,gemini-2.5-flash,gemini,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0082,R1,True,gemini-2.5-flash,gemini,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0082,R1,True,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,[],True,False,False,,0.0
P0082,R1,True,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],True,False,False,,0.0
P0082,R1,True,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],True,False,False,,0.0
P0083,R1,True,claude-sonnet-4-6,claude,api,0,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Wegovy"", ""Victoza"", ""Mounjaro"", ""Zepbound""]",False,True,False,,92.0
P0083,R1,True,claude-sonnet-4-6,claude,api,1,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Rybelsus"", ""Victoza"", ""Trulicity"", ""Mounjaro""]",False,True,False,,92.0
P0083,R1,True,claude-sonnet-5,claude,api,0,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Victoza"", ""Trulicity""]",False,True,False,,96.0
P0083,R1,True,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0083,R1,True,gemini-2.5-flash,gemini,api,1,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Rybelsus"", ""Wegovy"", ""Trulicity"", ""Victoza"", ""Saxenda"", ""Mounjaro"", ""Zepbound""]",False,True,False,,40.0
P0083,R1,True,gemini-2.5-flash,gemini,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0083,R1,True,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,"[""Wegovy"", ""Saxenda"", ""Zepbound""]",True,True,False,,0.0
P0083,R1,True,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],True,False,False,,0.0
P0083,R1,True,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],True,False,False,,0.0
P0084,R1,True,claude-sonnet-4-6,claude,api,0,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Wegovy"", ""Victoza"", ""Mounjaro"", ""Zepbound""]",False,True,False,,92.0
P0084,R1,True,claude-sonnet-4-6,claude,api,1,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Wegovy"", ""Mounjaro"", ""Zepbound"", ""Victoza"", ""Saxenda""]",False,True,False,,90.0
P0084,R1,True,claude-sonnet-5,claude,api,0,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Victoza"", ""Mounjaro""]",False,True,False,,96.0
P0084,R1,True,gemini-2.5-flash,gemini,api,0,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Wegovy"", ""Mounjaro"", ""Zepbound""]",False,True,False,,100.0
P0084,R1,True,gemini-2.5-flash,gemini,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0084,R1,True,gemini-2.5-flash,gemini,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0084,R1,True,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,[],True,False,False,,0.0
P0084,R1,True,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],True,False,False,,0.0
P0084,R1,True,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],True,False,False,,0.0
P0085,R1,True,claude-sonnet-4-6,claude,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0085,R1,True,claude-sonnet-4-6,claude,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0085,R1,True,claude-sonnet-5,claude,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0085,R1,True,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0085,R1,True,gemini-2.5-flash,gemini,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0085,R1,True,gemini-2.5-flash,gemini,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0085,R1,True,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0085,R1,True,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0085,R1,True,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0086,R1,True,claude-sonnet-4-6,claude,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0086,R1,True,claude-sonnet-4-6,claude,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0086,R1,True,claude-sonnet-5,claude,api,0,C1,0,,,,False,0.0,[],False,False,True,truncated,0.0
P0086,R1,True,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0086,R1,True,gemini-2.5-flash,gemini,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0086,R1,True,gemini-2.5-flash,gemini,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0086,R1,True,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0086,R1,True,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0086,R1,True,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0087,R1,True,claude-sonnet-4-6,claude,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0087,R1,True,claude-sonnet-4-6,claude,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0087,R1,True,claude-sonnet-5,claude,api,0,C1,0,,,,False,0.0,[],False,False,True,truncated,0.0
P0087,R1,True,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0087,R1,True,gemini-2.5-flash,gemini,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0087,R1,True,gemini-2.5-flash,gemini,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0087,R1,True,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0087,R1,True,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0087,R1,True,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0088,R1,True,claude-sonnet-4-6,claude,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0088,R1,True,claude-sonnet-4-6,claude,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0088,R1,True,claude-sonnet-5,claude,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0088,R1,True,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0088,R1,True,gemini-2.5-flash,gemini,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0088,R1,True,gemini-2.5-flash,gemini,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0088,R1,True,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0088,R1,True,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0088,R1,True,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0089,R1,True,claude-sonnet-4-6,claude,api,0,C1,1,1.0,1.0,,False,100.0,"[""Ozempic"", ""Wegovy"", ""Mounjaro""]",False,True,False,,36.0
P0089,R1,True,claude-sonnet-4-6,claude,api,1,C1,1,1.0,1.0,,False,100.0,"[""Ozempic"", ""Wegovy"", ""Zepbound""]",False,True,False,,34.0
P0089,R1,True,claude-sonnet-5,claude,api,0,C1,1,1.0,1.0,3.0,True,100.0,"[""Ozempic"", ""Mounjaro""]",False,True,True,truncated,48.0
P0089,R1,True,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,[],True,False,False,,0.0
P0089,R1,True,gemini-2.5-flash,gemini,api,1,C1,1,4.0,4.0,4.0,False,72.9,"[""Wegovy"", ""Mounjaro"", ""Saxenda"", ""Ozempic""]",False,True,False,,20.0
P0089,R1,True,gemini-2.5-flash,gemini,api,2,C1,0,,,,False,0.0,"[""Wegovy"", ""Saxenda""]",True,True,False,,0.0
P0089,R1,True,gpt-4o,gpt,api,0,C1,1,2.0,2.0,2.0,False,90.0,"[""Wegovy"", ""Ozempic"", ""Saxenda"", ""Zepbound"", ""Mounjaro""]",False,True,False,,54.0
P0089,R1,True,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,"[""Zepbound""]",False,True,False,,0.0
P0089,R1,True,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,"[""Mounjaro""]",False,True,False,,0.0
P0090,R1,True,claude-sonnet-4-6,claude,api,0,C1,1,1.0,1.0,,False,100.0,"[""Ozempic"", ""Wegovy"", ""Mounjaro""]",False,True,False,,46.0
P0090,R1,True,claude-sonnet-4-6,claude,api,1,C1,1,1.0,1.0,,False,100.0,"[""Ozempic"", ""Wegovy"", ""Zepbound""]",False,True,False,,46.0
P0090,R1,True,claude-sonnet-5,claude,api,0,C1,0,,,,False,0.0,"[""Wegovy"", ""Zepbound""]",True,True,False,,0.0
P0090,R1,True,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0090,R1,True,gemini-2.5-flash,gemini,api,1,C1,1,4.0,4.0,4.0,False,72.9,"[""Wegovy"", ""Zepbound"", ""Saxenda"", ""Ozempic""]",False,True,False,,10.0
P0090,R1,True,gemini-2.5-flash,gemini,api,2,C1,0,,,,False,0.0,"[""Wegovy"", ""Saxenda"", ""Zepbound""]",True,True,False,,0.0
P0090,R1,True,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,[],True,False,False,,0.0
P0090,R1,True,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0090,R1,True,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0091,R1,True,claude-sonnet-4-6,claude,api,0,C1,1,1.0,1.0,,False,100.0,"[""Ozempic"", ""Wegovy"", ""Mounjaro""]",False,True,False,,36.0
P0091,R1,True,claude-sonnet-4-6,claude,api,1,C1,1,1.0,1.0,,False,100.0,"[""Ozempic"", ""Wegovy""]",False,True,False,,38.0
P0091,R1,True,claude-sonnet-5,claude,api,0,C1,1,1.0,1.0,,False,100.0,"[""Ozempic"", ""Wegovy""]",False,True,False,,28.0
P0091,R1,True,gemini-2.5-flash,gemini,api,0,C1,1,2.0,2.0,2.0,False,90.0,"[""Wegovy"", ""Ozempic"", ""Zepbound"", ""Mounjaro""]",False,True,False,,50.0
P0091,R1,True,gemini-2.5-flash,gemini,api,1,C1,0,,,,False,0.0,"[""Wegovy"", ""Saxenda"", ""Mounjaro"", ""Zepbound""]",True,True,False,,0.0
P0091,R1,True,gemini-2.5-flash,gemini,api,2,C1,0,,,,False,0.0,"[""Wegovy"", ""Zepbound"", ""Saxenda""]",True,True,False,,0.0
P0091,R1,True,gpt-4o,gpt,api,0,C1,1,2.0,2.0,2.0,False,90.0,"[""Wegovy"", ""Ozempic""]",False,True,False,,75.0
P0091,R1,True,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,"[""Mounjaro"", ""Zepbound""]",True,True,False,,0.0
P0091,R1,True,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,"[""Mounjaro"", ""Zepbound""]",True,True,False,,0.0
P0092,R1,True,claude-sonnet-4-6,claude,api,0,C1,1,1.0,1.0,,False,100.0,"[""Ozempic"", ""Wegovy""]",False,True,False,,23.0
P0092,R1,True,claude-sonnet-4-6,claude,api,1,C1,1,1.0,1.0,,False,100.0,"[""Ozempic"", ""Wegovy"", ""Mounjaro""]",False,True,False,,46.0
P0092,R1,True,claude-sonnet-5,claude,api,0,C1,0,,,,False,0.0,[],True,False,True,truncated,0.0
P0092,R1,True,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,"[""Wegovy"", ""Mounjaro"", ""Saxenda""]",True,True,False,,0.0
P0092,R1,True,gemini-2.5-flash,gemini,api,1,C1,1,3.0,3.0,3.0,False,81.0,"[""Wegovy"", ""Mounjaro"", ""Ozempic"", ""Saxenda"", ""Zepbound""]",False,True,False,,14.0
P0092,R1,True,gemini-2.5-flash,gemini,api,2,C1,1,2.0,2.0,2.0,False,90.0,"[""Wegovy"", ""Ozempic"", ""Mounjaro"", ""Zepbound""]",False,True,False,,30.0
P0092,R1,True,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,[],True,False,False,,0.0
P0092,R1,True,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],True,False,False,,0.0
P0092,R1,True,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0093,R1,True,claude-sonnet-4-6,claude,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0093,R1,True,claude-sonnet-4-6,claude,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0093,R1,True,claude-sonnet-5,claude,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0093,R1,True,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0093,R1,True,gemini-2.5-flash,gemini,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0093,R1,True,gemini-2.5-flash,gemini,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0093,R1,True,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0093,R1,True,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0093,R1,True,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0094,R1,True,claude-sonnet-4-6,claude,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0094,R1,True,claude-sonnet-4-6,claude,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0094,R1,True,claude-sonnet-5,claude,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0094,R1,True,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0094,R1,True,gemini-2.5-flash,gemini,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0094,R1,True,gemini-2.5-flash,gemini,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0094,R1,True,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0094,R1,True,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0094,R1,True,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0095,R1,True,claude-sonnet-4-6,claude,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0095,R1,True,claude-sonnet-4-6,claude,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0095,R1,True,claude-sonnet-5,claude,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0095,R1,True,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0095,R1,True,gemini-2.5-flash,gemini,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0095,R1,True,gemini-2.5-flash,gemini,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0095,R1,True,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0095,R1,True,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0095,R1,True,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0096,R1,True,claude-sonnet-4-6,claude,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0096,R1,True,claude-sonnet-4-6,claude,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0096,R1,True,claude-sonnet-5,claude,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0096,R1,True,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0096,R1,True,gemini-2.5-flash,gemini,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0096,R1,True,gemini-2.5-flash,gemini,api,2,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Trulicity"", ""Rybelsus"", ""Wegovy"", ""Farxiga"", ""Jardiance"", ""Januvia""]",False,True,False,,75.0
P0096,R1,True,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0096,R1,True,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],False,False,False,,0.0
P0096,R1,True,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],True,False,False,,0.0
P0097,R1,True,claude-sonnet-4-6,claude,api,0,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Rybelsus"", ""Wegovy""]",False,True,False,,90.0
P0097,R1,True,claude-sonnet-4-6,claude,api,1,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Rybelsus"", ""Wegovy"", ""Mounjaro""]",False,True,False,,90.0
P0097,R1,True,claude-sonnet-5,claude,api,0,C1,1,3.0,3.0,4.0,False,81.0,"[""Mounjaro"", ""Trulicity"", ""Ozempic"", ""Rybelsus""]",False,True,False,,45.0
P0097,R1,True,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,"[""Mounjaro"", ""Trulicity"", ""Rybelsus"", ""Jardiance"", ""Farxiga"", ""Invokana""]",True,True,False,,0.0
P0097,R1,True,gemini-2.5-flash,gemini,api,1,C1,1,3.0,3.0,,False,81.0,"[""Mounjaro"", ""Zepbound"", ""Ozempic"", ""Wegovy"", ""Rybelsus"", ""Victoza""]",False,True,False,,35.0
P0097,R1,True,gemini-2.5-flash,gemini,api,2,C1,0,,,,False,0.0,"[""Mounjaro"", ""Rybelsus""]",True,True,False,,0.0
P0097,R1,True,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,"[""Farxiga"", ""Januvia""]",False,True,False,,0.0
P0097,R1,True,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],True,False,False,,0.0
P0097,R1,True,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,"[""Wegovy"", ""Saxenda"", ""Victoza""]",True,True,False,,0.0
P0098,R1,True,claude-sonnet-4-6,claude,api,0,C1,1,2.0,2.0,3.0,False,90.0,"[""Rybelsus"", ""Ozempic"", ""Mounjaro""]",False,True,False,,35.0
P0098,R1,True,claude-sonnet-4-6,claude,api,1,C1,1,2.0,2.0,3.0,False,90.0,"[""Rybelsus"", ""Ozempic"", ""Mounjaro"", ""Wegovy""]",False,True,False,,35.0
P0098,R1,True,claude-sonnet-5,claude,api,0,C1,1,3.0,3.0,3.0,False,81.0,"[""Mounjaro"", ""Trulicity"", ""Ozempic"", ""Rybelsus""]",False,True,False,,35.0
P0098,R1,True,gemini-2.5-flash,gemini,api,0,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Wegovy""]",False,True,False,,75.0
P0098,R1,True,gemini-2.5-flash,gemini,api,1,C1,1,1.0,1.0,1.0,False,100.0,"[""Ozempic"", ""Mounjaro""]",False,True,False,,35.0
P0098,R1,True,gemini-2.5-flash,gemini,api,2,C1,1,1.0,1.0,,False,100.0,"[""Ozempic"", ""Wegovy""]",False,True,False,,35.0
P0098,R1,True,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,"[""Farxiga""]",True,True,False,,0.0
P0098,R1,True,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,[],True,False,False,,0.0
P0098,R1,True,gpt-4o,gpt,api,2,C1,0,,,,False,0.0,[],True,False,False,,0.0
P0099,R1,True,claude-sonnet-4-6,claude,api,0,C1,1,3.0,3.0,3.0,False,81.0,"[""Rybelsus"", ""Wegovy"", ""Ozempic"", ""Jardiance"", ""Farxiga"", ""Invokana"", ""Januvia""]",False,True,False,,55.0
P0099,R1,True,claude-sonnet-4-6,claude,api,1,C1,1,2.0,2.0,,False,90.0,"[""Rybelsus"", ""Ozempic""]",False,True,False,,69.0
P0099,R1,True,claude-sonnet-5,claude,api,0,C1,1,2.0,2.0,,False,90.0,"[""Rybelsus"", ""Ozempic""]",False,True,False,,42.0
P0099,R1,True,gemini-2.5-flash,gemini,api,0,C1,0,,,,False,0.0,"[""Januvia"", ""Jardiance"", ""Farxiga"", ""Invokana"", ""Rybelsus""]",True,True,False,,0.0
P0099,R1,True,gemini-2.5-flash,gemini,api,1,C1,0,,,,False,0.0,"[""Rybelsus""]",True,True,False,,0.0
P0099,R1,True,gemini-2.5-flash,gemini,api,2,C1,0,,,,False,0.0,"[""Invokana"", ""Farxiga"", ""Jardiance"", ""Rybelsus""]",True,True,False,,0.0
P0099,R1,True,gpt-4o,gpt,api,0,C1,0,,,,False,0.0,"[""Jardiance""]",False,True,False,,0.0
P0099,R1,True,gpt-4o,gpt,api,1,C1,0,,,,False,0.0,"[""Rybelsus""]",True,True,False,,0.0
